1,0,4.812e+07,0,2.406e+07,0,2.406e+07,0,2.406e+07
3,0,4.812e+07,0,2.406e+07,0,2.406e+07,0,2.406e+07
4,0,4.812e+07,0,2.406e+07,0,2.406e+07,0,2.406e+07
5,0,4.8121e+07,0,2.406e+07,0,2.406e+07,0,2.406e+07
6,0,4.8121e+07,0,2.406e+07,0,2.406e+07,0,2.406e+07
8,0,4.8121e+07,0,2.4061e+07,0,2.4061e+07,0,2.4061e+07
9,0,4.8122e+07,0,2.4061e+07,0,2.4061e+07,0,2.4061e+07
10,0,4.8122e+07,0,2.4061e+07,0,2.4061e+07,0,2.4061e+07
11,0,4.8122e+07,0,2.4061e+07,0,2.4061e+07,0,2.4061e+07
13,0,4.8122e+07,0,2.4061e+07,0,2.4061e+07,0,2.4061e+07
14,0,4.8122e+07,0,2.4061e+07,0,2.4061e+07,0,2.4061e+07
15,0,4.8123e+07,0,2.4061e+07,0,2.4061e+07,0,2.4061e+07
16,0,4.8123e+07,0,2.4061e+07,0,2.4061e+07,0,2.4061e+07
18,0,4.8123e+07,0,2.4062e+07,0,2.4062e+07,0,2.4062e+07
19,0,4.8123e+07,0,2.4062e+07,0,2.4062e+07,0,2.4062e+07
20,0,4.8124e+07,0,2.4062e+07,0,2.4062e+07,0,2.4062e+07
21,0,4.8124e+07,0,2.4062e+07,0,2.4062e+07,0,2.4062e+07
22,0,4.8124e+07,0,2.4062e+07,0,2.4062e+07,0,2.4062e+07
24,0,4.8125e+07,0,2.4062e+07,0,2.4062e+07,0,2.4062e+07
25,0,4.8125e+07,0,2.4062e+07,0,2.4062e+07,0,2.4062e+07
26,0,4.8125e+07,0,2.4062e+07,0,2.4062e+07,0,2.4062e+07
27,0,4.8125e+07,0,2.4063e+07,0,2.4063e+07,0,2.4063e+07
29,0,4.8125e+07,0,2.4063e+07,0,2.4063e+07,0,2.4063e+07
30,0,4.8126e+07,0,2.4063e+07,0,2.4063e+07,0,2.4063e+07
31,0,4.8126e+07,0,2.4063e+07,0,2.4063e+07,0,2.4063e+07
33,0,4.8126e+07,0,2.4063e+07,0,2.4063e+07,0,2.4063e+07
34,0,4.8127e+07,0,2.4063e+07,0,2.4063e+07,0,2.4063e+07
35,0,4.8127e+07,0,2.4063e+07,0,2.4063e+07,0,2.4063e+07
36,0,4.8127e+07,0,2.4063e+07,0,2.4063e+07,0,2.4063e+07
38,0,4.8127e+07,0,2.4063e+07,0,2.4063e+07,0,2.4063e+07
39,0,4.8128e+07,0,2.4064e+07,0,2.4064e+07,0,2.4064e+07
40,0,4.8128e+07,0,2.4064e+07,0,2.4064e+07,0,2.4064e+07
42,0,4.8128e+07,0,2.4064e+07,0,2.4064e+07,0,2.4064e+07
43,0,4.8128e+07,0,2.4064e+07,0,2.4064e+07,0,2.4064e+07
44,0,4.8128e+07,0,2.4064e+07,0,2.4064e+07,0,2.4064e+07
45,0,4.8129e+07,0,2.4064e+07,0,2.4064e+07,0,2.4064e+07
46,0,4.8129e+07,0,2.4064e+07,0,2.4064e+07,0,2.4064e+07
48,0,4.8129e+07,0,2.4064e+07,0,2.4064e+07,0,2.4064e+07
49,0,4.813e+07,0,2.4065e+07,0,2.4065e+07,0,2.4065e+07
50,0,4.813e+07,0,2.4065e+07,0,2.4065e+07,0,2.4065e+07
51,0,4.813e+07,0,2.4065e+07,0,2.4065e+07,0,2.4065e+07
53,0,4.813e+07,0,2.4065e+07,0,2.4065e+07,0,2.4065e+07
54,0,4.813e+07,0,2.4065e+07,0,2.4065e+07,0,2.4065e+07
55,0,4.8131e+07,0,2.4065e+07,0,2.4065e+07,0,2.4065e+07
57,0,4.8131e+07,0,2.4065e+07,0,2.4065e+07,0,2.4065e+07
58,0,4.8132e+07,0,2.4066e+07,0,2.4066e+07,0,2.4066e+07
60,0,4.8132e+07,0,2.4066e+07,0,2.4066e+07,0,2.4066e+07
61,0,4.8132e+07,0,2.4066e+07,0,2.4066e+07,0,2.4066e+07
62,0,4.8132e+07,0,2.4066e+07,0,2.4066e+07,0,2.4066e+07
63,0,4.8132e+07,0,2.4066e+07,0,2.4066e+07,0,2.4066e+07
64,0,4.8133e+07,0,2.4066e+07,0,2.4066e+07,0,2.4066e+07
66,0,4.8133e+07,0,2.4066e+07,0,2.4066e+07,0,2.4066e+07
67,0,4.8133e+07,0,2.4066e+07,0,2.4066e+07,0,2.4066e+07
68,0,4.8133e+07,0,2.4067e+07,0,2.4067e+07,0,2.4067e+07
70,0,4.8133e+07,0,2.4067e+07,0,2.4067e+07,0,2.4067e+07
71,0,4.8134e+07,0,2.4067e+07,0,2.4067e+07,0,2.4067e+07
72,0,4.8134e+07,0,2.4067e+07,0,2.4067e+07,0,2.4067e+07
73,0,4.8134e+07,0,2.4067e+07,0,2.4067e+07,0,2.4067e+07
74,0,4.8135e+07,0,2.4067e+07,0,2.4067e+07,0,2.4067e+07
76,0,4.8135e+07,0,2.4067e+07,0,2.4067e+07,0,2.4067e+07
77,0,4.8135e+07,0,2.4068e+07,0,2.4068e+07,0,2.4068e+07
78,0,4.8135e+07,0,2.4068e+07,0,2.4068e+07,0,2.4068e+07
79,0,4.8136e+07,0,2.4068e+07,0,2.4068e+07,0,2.4068e+07
81,0,4.8136e+07,0,2.4068e+07,0,2.4068e+07,0,2.4068e+07
82,0,4.8136e+07,0,2.4068e+07,0,2.4068e+07,0,2.4068e+07
83,0,4.8136e+07,0,2.4068e+07,0,2.4068e+07,0,2.4068e+07
85,0,4.8136e+07,0,2.4068e+07,0,2.4068e+07,0,2.4068e+07
86,0,4.8137e+07,0,2.4068e+07,0,2.4068e+07,0,2.4068e+07
87,0,4.8137e+07,0,2.4068e+07,0,2.4068e+07,0,2.4068e+07
88,0,4.8137e+07,0,2.4068e+07,0,2.4068e+07,0,2.4068e+07
90,0,4.8138e+07,0,2.4069e+07,0,2.4069e+07,0,2.4069e+07
91,0,4.8138e+07,0,2.4069e+07,0,2.4069e+07,0,2.4069e+07
93,0,4.8138e+07,0,2.4069e+07,0,2.4069e+07,0,2.4069e+07
94,0,4.8138e+07,0,2.4069e+07,0,2.4069e+07,0,2.4069e+07
95,0,4.8138e+07,0,2.4069e+07,0,2.4069e+07,0,2.4069e+07
97,0,4.8139e+07,0,2.407e+07,0,2.407e+07,0,2.407e+07
98,0,4.8139e+07,0,2.407e+07,0,2.407e+07,0,2.407e+07
99,0,4.8139e+07,0,2.407e+07,0,2.407e+07,0,2.407e+07
100,0,4.814e+07,0,2.407e+07,0,2.407e+07,0,2.407e+07
101,0,4.814e+07,0,2.407e+07,0,2.407e+07,0,2.407e+07
103,0,4.814e+07,0,2.407e+07,0,2.407e+07,0,2.407e+07
104,0,4.814e+07,0,2.407e+07,0,2.407e+07,0,2.407e+07
105,0,4.814e+07,0,2.407e+07,0,2.407e+07,0,2.407e+07
106,0,4.8141e+07,0,2.407e+07,0,2.407e+07,0,2.407e+07
107,0,4.8141e+07,0,2.407e+07,0,2.407e+07,0,2.407e+07
109,0,4.8142e+07,0,2.4071e+07,0,2.4071e+07,0,2.4071e+07
110,0,4.8142e+07,0,2.4071e+07,0,2.4071e+07,0,2.4071e+07
112,0,4.8142e+07,0,2.4071e+07,0,2.4071e+07,0,2.4071e+07
114,0,4.8142e+07,0,2.4071e+07,0,2.4071e+07,0,2.4071e+07
115,0,4.8143e+07,0,2.4071e+07,0,2.4071e+07,0,2.4071e+07
116,0,4.8143e+07,0,2.4071e+07,0,2.4071e+07,0,2.4071e+07
117,0,4.8143e+07,0,2.4071e+07,0,2.4071e+07,0,2.4071e+07
118,0,4.8143e+07,0,2.4072e+07,0,2.4072e+07,0,2.4072e+07
120,0,4.8143e+07,0,2.4072e+07,0,2.4072e+07,0,2.4072e+07
