1,0,7.009e+05,0,3.5038e+05,0.253,3.5046e+05,0.01,0.184,3.5046e+05,0.013
38,0,7.0884e+05,0,3.5438e+05,0.253,3.5442e+05,0.01,0.184,3.5444e+05,0.013
56,0,7.122e+05,0,3.5604e+05,0.253,3.561e+05,0.01,0.183,3.561e+05,0.013
57,0,7.122e+05,0,3.5604e+05,0.253,3.561e+05,0.01,0.183,3.561e+05,0.013
58,0,7.122e+05,0,3.5604e+05,0.253,3.561e+05,0.01,0.183,3.561e+05,0.013
60,0,7.1304e+05,0,3.5648e+05,0.253,3.5654e+05,0.01,0.183,3.5656e+05,0.013
61,0,7.1304e+05,0,3.5648e+05,0.253,3.5654e+05,0.01,0.183,3.5656e+05,0.013
62,0,7.1362e+05,0,3.5678e+05,0.253,3.5684e+05,0.01,0.183,3.5684e+05,0.013
64,0,7.1362e+05,0,3.5678e+05,0.253,3.5684e+05,0.01,0.183,3.5684e+05,0.013
65,0,7.1362e+05,0,3.5678e+05,0.253,3.5684e+05,0.01,0.183,3.5684e+05,0.013
66,0,7.1432e+05,0,3.5714e+05,0.253,3.5718e+05,0.01,0.184,3.5716e+05,0.013
68,0,7.1432e+05,0,3.5714e+05,0.253,3.5718e+05,0.01,0.184,3.5716e+05,0.013
70,0,7.1494e+05,0,3.5746e+05,0.253,3.5746e+05,0.01,0.184,3.5748e+05,0.013
72,0,7.155e+05,0,3.5772e+05,0.253,3.5778e+05,0.01,0.184,3.578e+05,0.013
73,0,7.155e+05,0,3.5772e+05,0.253,3.5778e+05,0.01,0.184,3.578e+05,0.013
74,0,7.1612e+05,0,3.5802e+05,0.253,3.5808e+05,0.01,0.183,3.5808e+05,0.013
76,0,7.1612e+05,0,3.5802e+05,0.253,3.5808e+05,0.01,0.183,3.5808e+05,0.013
77,0,7.1612e+05,0,3.5802e+05,0.253,3.5808e+05,0.01,0.183,3.5808e+05,0.013
79,0,7.1672e+05,0,3.5832e+05,0.253,3.584e+05,0.01,0.183,3.584e+05,0.013
80,0,7.1672e+05,0,3.5832e+05,0.253,3.584e+05,0.01,0.183,3.584e+05,0.013
81,0,7.1734e+05,0,3.5862e+05,0.253,3.587e+05,0.01,0.184,3.5868e+05,0.013
83,0,7.1734e+05,0,3.5862e+05,0.253,3.587e+05,0.01,0.184,3.5868e+05,0.013
84,0,7.1792e+05,0,3.589e+05,0.253,3.5904e+05,0.01,0.184,3.59e+05,0.013
86,0,7.1792e+05,0,3.589e+05,0.253,3.5904e+05,0.01,0.184,3.59e+05,0.013
87,0,7.1856e+05,0,3.5926e+05,0.253,3.593e+05,0.01,0.184,3.5932e+05,0.014
88,0,7.1856e+05,0,3.5926e+05,0.253,3.593e+05,0.01,0.184,3.5932e+05,0.014
90,0,7.1918e+05,0,3.5956e+05,0.253,3.5962e+05,0.01,0.184,3.596e+05,0.014
92,0,7.1918e+05,0,3.5956e+05,0.253,3.5962e+05,0.01,0.184,3.596e+05,0.014
93,0,7.1918e+05,0,3.5956e+05,0.253,3.5962e+05,0.01,0.184,3.596e+05,0.014
94,0,7.1992e+05,0,3.5992e+05,0.253,3.5998e+05,0.011,0.184,3.5998e+05,0.014
96,0,7.1992e+05,0,3.5992e+05,0.253,3.5998e+05,0.011,0.184,3.5998e+05,0.014
97,0,7.2058e+05,0,3.6028e+05,0.254,3.6026e+05,0.011,0.184,3.6028e+05,0.014
99,0,7.2058e+05,0,3.6028e+05,0.254,3.6026e+05,0.011,0.184,3.6028e+05,0.014
100,0,7.2114e+05,0,3.6056e+05,0.254,3.6058e+05,0.011,0.184,3.6058e+05,0.014
102,0,7.2114e+05,0,3.6056e+05,0.254,3.6058e+05,0.011,0.184,3.6058e+05,0.014
103,0,7.2174e+05,0,3.6084e+05,0.254,3.609e+05,0.011,0.184,3.609e+05,0.014
105,0,7.2174e+05,0,3.6084e+05,0.254,3.609e+05,0.011,0.184,3.609e+05,0.014
106,0,7.2226e+05,0,3.6108e+05,0.254,3.612e+05,0.011,0.183,3.612e+05,0.014
108,0,7.2226e+05,0,3.6108e+05,0.254,3.612e+05,0.011,0.183,3.612e+05,0.014
109,0,7.2296e+05,0,3.6146e+05,0.254,3.615e+05,0.011,0.183,3.615e+05,0.013
111,0,7.2296e+05,0,3.6146e+05,0.254,3.615e+05,0.011,0.183,3.615e+05,0.013
112,0,7.2356e+05,0,3.6176e+05,0.254,3.6178e+05,0.011,0.183,3.618e+05,0.013
113,0,7.2356e+05,0,3.6176e+05,0.254,3.6178e+05,0.011,0.183,3.618e+05,0.013
115,0,7.2356e+05,0,3.6176e+05,0.254,3.6178e+05,0.011,0.183,3.618e+05,0.013
116,0,7.2416e+05,0,3.6206e+05,0.254,3.621e+05,0.011,0.183,3.621e+05,0.014
118,0,7.2438e+05,0,3.6218e+05,0.254,3.6218e+05,0.011,0.183,3.6226e+05,0.014
119,0,7.248e+05,0,3.624e+05,0.253,3.6238e+05,0.011,0.183,3.624e+05,0.014
121,0,7.248e+05,0,3.624e+05,0.253,3.6238e+05,0.011,0.183,3.624e+05,0.014
122,0,7.254e+05,0,3.6268e+05,0.253,3.627e+05,0.011,0.183,3.6272e+05,0.014
123,0,7.254e+05,0,3.6268e+05,0.253,3.627e+05,0.011,0.183,3.6272e+05,0.014
125,0,7.2598e+05,0,3.6298e+05,0.254,3.6302e+05,0.011,0.183,3.6302e+05,0.014
127,0,7.2598e+05,0,3.6298e+05,0.254,3.6302e+05,0.011,0.183,3.6302e+05,0.014
128,0,7.266e+05,0,3.6328e+05,0.254,3.6334e+05,0.011,0.183,3.6334e+05,0.014
129,0,7.266e+05,0,3.6328e+05,0.254,3.6334e+05,0.011,0.183,3.6334e+05,0.014
131,0,7.2724e+05,0,3.636e+05,0.254,3.6364e+05,0.011,0.183,3.6362e+05,0.014
132,0,7.2724e+05,0,3.636e+05,0.254,3.6364e+05,0.011,0.183,3.6362e+05,0.014
134,0,7.2788e+05,0,3.6392e+05,0.253,3.6392e+05,0.011,0.183,3.639e+05,0.014
136,0,7.2788e+05,0,3.6392e+05,0.253,3.6392e+05,0.011,0.183,3.639e+05,0.014
137,0,7.2844e+05,0,3.642e+05,0.253,3.6426e+05,0.011,0.184,3.6422e+05,0.012
138,0,7.2844e+05,0,3.642e+05,0.253,3.6426e+05,0.011,0.184,3.6422e+05,0.012
140,0,7.2862e+05,0,3.6428e+05,0.254,3.6436e+05,0.011,0.184,3.6438e+05,0.012
141,0,7.2906e+05,0,3.6452e+05,0.254,3.6456e+05,0.011,0.184,3.6452e+05,0.012
142,0,7.2906e+05,0,3.6452e+05,0.254,3.6456e+05,0.011,0.184,3.6452e+05,0.012
143,0,7.2964e+05,0,3.6478e+05,0.254,3.6486e+05,0.011,0.184,3.6482e+05,0.012
145,0,7.2964e+05,0,3.6478e+05,0.254,3.6486e+05,0.011,0.184,3.6482e+05,0.012
146,0,7.3026e+05,0,3.651e+05,0.254,3.6516e+05,0.011,0.184,3.6514e+05,0.012
